submit22.mit.edu

/work/submit/villaj/julia-1.9.1/bin/julia

Running Julia Code
Gathering arguments...
Passed N Threads == N GPU sanity check!
Formatting data...
Decorrelating...
- Using preexisting train and test sets from indexes/
Preparing for training...
Beginning training...
- Training width=50, depth=6, activation=sigmoid, batchsize=1024, learning_rate=0.001, dropout_rate=0.0 on thread 1
- Training width=100, depth=6, activation=sigmoid, batchsize=1024, learning_rate=0.001, dropout_rate=0.0 on thread 2
  - Fold 1 of 2023-06-17_05-14-24_w=50_d=6_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
  - Fold 1 of 2023-06-17_05-14-24_w=100_d=6_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
    epoch 25, loss=1.1664119, time=70.50353503227234
    epoch 25, loss=1.2197382, time=71.07581090927124
    epoch 50, loss=1.0599649, time=91.16689085960388
    epoch 50, loss=0.9871192, time=91.32197189331055
    epoch 75, loss=0.98854643, time=111.47325301170349
    epoch 75, loss=0.90601265, time=111.6379280090332
    epoch 100, loss=0.94588494, time=133.65908980369568
    epoch 100, loss=0.5973789, time=133.8683009147644
    epoch 125, loss=0.9204608, time=157.78991293907166
    epoch 125, loss=0.5568367, time=158.04675006866455
    epoch 150, loss=0.8920221, time=182.0120508670807
    epoch 150, loss=0.5360715, time=182.36383891105652
    epoch 175, loss=0.8637192, time=206.1311960220337
    epoch 175, loss=0.5146611, time=206.56500887870789
    epoch 200, loss=0.6241562, time=230.32512497901917
    epoch 200, loss=0.50250256, time=230.79697799682617
    epoch 225, loss=0.5932659, time=253.960599899292
    epoch 225, loss=0.49369666, time=255.7937319278717
    epoch 250, loss=0.5686934, time=278.14763498306274
    epoch 250, loss=0.4799388, time=280.06166410446167
    epoch 275, loss=0.5533454, time=302.33274483680725
    epoch 275, loss=0.47643083, time=304.3948268890381
    epoch 300, loss=0.542298, time=326.53248500823975
    epoch 300, loss=0.46634316, time=328.61829900741577
    epoch 325, loss=0.5294486, time=350.6924707889557
    epoch 325, loss=0.46184254, time=353.1159100532532
    epoch 350, loss=0.52685523, time=374.94263887405396
    epoch 350, loss=0.45503932, time=377.3529748916626
    epoch 375, loss=0.5199007, time=399.1627860069275
    epoch 375, loss=0.4476686, time=401.56273794174194
    epoch 400, loss=0.51193726, time=423.43694281578064
    epoch 400, loss=0.44482547, time=425.84671092033386
    epoch 425, loss=0.5076818, time=447.6212909221649
    epoch 425, loss=0.4399705, time=449.9988429546356
    epoch 450, loss=0.5026742, time=471.8192849159241
    epoch 450, loss=0.43476626, time=474.19496488571167
    epoch 475, loss=0.49733686, time=496.2113928794861
    epoch 475, loss=0.43271253, time=498.8595199584961
    epoch 500, loss=0.49215472, time=520.75470495224
    epoch 500, loss=0.4250574, time=523.0575928688049
    epoch 525, loss=0.4903954, time=544.9836528301239
    epoch 525, loss=0.42121372, time=547.3225810527802
    epoch 550, loss=0.48651114, time=569.1407079696655
    epoch 550, loss=0.41681224, time=571.4738628864288
    epoch 575, loss=0.4852227, time=593.3585557937622
    epoch 575, loss=0.41364017, time=595.7444570064545
    epoch 600, loss=0.48038232, time=617.6350228786469
    epoch 600, loss=0.40593025, time=620.0110509395599
    epoch 625, loss=0.47579, time=641.8321099281311
    epoch 625, loss=0.40176988, time=644.2608840465546
    epoch 650, loss=0.47276795, time=666.0217838287354
    epoch 650, loss=0.39720768, time=668.4939339160919
    epoch 675, loss=0.47392875, time=690.2120440006256
    epoch 675, loss=0.39647293, time=692.694895029068
    epoch 700, loss=0.46834284, time=714.4677588939667
    epoch 700, loss=0.3913724, time=717.1506810188293
    epoch 725, loss=0.4670679, time=738.658933877945
    epoch 725, loss=0.38645333, time=741.3726789951324
    epoch 750, loss=0.4652479, time=762.8971769809723
    epoch 750, loss=0.37858835, time=765.5863540172577
    epoch 775, loss=0.46411112, time=787.0983889102936
    epoch 775, loss=0.37484914, time=789.8005800247192
    epoch 800, loss=0.4619289, time=811.3337688446045
    epoch 800, loss=0.37074357, time=814.0042550563812
    epoch 825, loss=0.45971805, time=835.4863138198853
    epoch 825, loss=0.36503938, time=838.2279460430145
    epoch 850, loss=0.45720276, time=859.7930438518524
    epoch 850, loss=0.36114755, time=862.4587509632111
    epoch 875, loss=0.45608383, time=884.9166738986969
    epoch 875, loss=0.35672307, time=886.7684810161591
    epoch 900, loss=0.45262814, time=909.1311328411102
    epoch 900, loss=0.3528729, time=911.046355009079
    epoch 925, loss=0.4513209, time=933.3177058696747
    epoch 925, loss=0.34926534, time=935.309798002243
    epoch 950, loss=0.45009008, time=957.5294508934021
    epoch 950, loss=0.3441582, time=959.5799419879913
    epoch 975, loss=0.44801402, time=981.7234778404236
    epoch 975, loss=0.33954272, time=983.899337053299
    epoch 1000, loss=0.4474533, time=1005.8938729763031
    epoch 1000, loss=0.33592862, time=1008.1385550498962
    epoch 1025, loss=0.4434065, time=1030.1323549747467
    epoch 1025, loss=0.33362743, time=1032.4306950569153
    epoch 1050, loss=0.44142124, time=1054.1851139068604
    epoch 1050, loss=0.32925844, time=1056.5877568721771
    epoch 1075, loss=0.44207194, time=1078.365280866623
    epoch 1075, loss=0.3248686, time=1080.8902249336243
    epoch 1100, loss=0.43780586, time=1102.5882189273834
    epoch 1100, loss=0.32363087, time=1105.9657649993896
    epoch 1125, loss=0.43604794, time=1126.2201919555664
    epoch 1125, loss=0.31891048, time=1130.2285928726196
    epoch 1150, loss=0.4354862, time=1150.366760969162
    epoch 1150, loss=0.31690136, time=1154.4308650493622
    epoch 1175, loss=0.43465552, time=1174.5426738262177
    epoch 1175, loss=0.31555554, time=1178.667592048645
    epoch 1200, loss=0.43271664, time=1198.7703340053558
    epoch 1200, loss=0.31435734, time=1203.605488061905
    epoch 1225, loss=0.4318307, time=1223.0041890144348
    epoch 1225, loss=0.31081805, time=1227.9055979251862
    epoch 1250, loss=0.42972127, time=1247.167223930359
    epoch 1250, loss=0.30950078, time=1252.1634080410004
    epoch 1275, loss=0.42969608, time=1271.4013168811798
    epoch 1275, loss=0.30580717, time=1276.4852030277252
    epoch 1300, loss=0.42745906, time=1294.959529876709
    epoch 1300, loss=0.3057498, time=1300.7536668777466
    epoch 1325, loss=0.42744812, time=1319.1237499713898
    epoch 1325, loss=0.3031379, time=1324.990112066269
    epoch 1350, loss=0.42487228, time=1343.335961818695
    epoch 1350, loss=0.30223447, time=1349.2215099334717
    epoch 1375, loss=0.42390835, time=1367.6041150093079
    epoch 1375, loss=0.30178836, time=1373.5057339668274
    epoch 1400, loss=0.42218983, time=1391.8510518074036
    epoch 1400, loss=0.30067107, time=1398.3458240032196
    epoch 1425, loss=0.4199387, time=1416.2625567913055
    epoch 1425, loss=0.29856724, time=1422.581736087799
    epoch 1450, loss=0.41964963, time=1440.403163909912
    epoch 1450, loss=0.29723614, time=1446.8021199703217
    epoch 1475, loss=0.41875666, time=1464.488699913025
    epoch 1475, loss=0.2957948, time=1470.9116580486298
    epoch 1500, loss=0.41766664, time=1488.6479978561401
    epoch 1500, loss=0.29518816, time=1495.1183609962463
    epoch 1525, loss=0.417409, time=1512.7515950202942
    epoch 1525, loss=0.2932614, time=1519.3243680000305
    epoch 1550, loss=0.41603988, time=1536.7822878360748
    epoch 1550, loss=0.2926425, time=1543.4541869163513
    epoch 1575, loss=0.41316417, time=1560.7992279529572
    epoch 1575, loss=0.29165575, time=1567.5938439369202
    epoch 1600, loss=0.41256067, time=1584.924978017807
    epoch 1600, loss=0.28977314, time=1591.7140319347382
    epoch 1625, loss=0.4114667, time=1608.940869808197
    epoch 1625, loss=0.28959462, time=1615.8228828907013
    epoch 1650, loss=0.40958297, time=1632.986752986908
    epoch 1650, loss=0.28818598, time=1639.9772748947144
    epoch 1675, loss=0.4086124, time=1657.0424389839172
    epoch 1675, loss=0.2873914, time=1664.031553030014
    epoch 1700, loss=0.40692964, time=1681.0946578979492
    epoch 1700, loss=0.28661132, time=1688.1889140605927
    epoch 1725, loss=0.40623885, time=1705.1778419017792
    epoch 1725, loss=0.28425872, time=1712.28333902359
    epoch 1750, loss=0.4048886, time=1729.1827738285065
    epoch 1750, loss=0.2838155, time=1737.2302799224854
    epoch 1775, loss=0.40385172, time=1753.2866048812866
    epoch 1775, loss=0.28294367, time=1761.2989521026611
    epoch 1800, loss=0.40235767, time=1777.527839899063
    epoch 1800, loss=0.2823281, time=1785.5701520442963
    epoch 1825, loss=0.40007785, time=1801.6000678539276
    epoch 1825, loss=0.28078574, time=1809.6904499530792
    epoch 1850, loss=0.39801395, time=1825.7503328323364
    epoch 1850, loss=0.28038606, time=1833.750580072403
    epoch 1875, loss=0.39677122, time=1849.9178969860077
