submit22.mit.edu

/work/submit/villaj/julia-1.9.1/bin/julia

Running Julia Code
Gathering arguments...
Passed N Threads == N GPU sanity check!
Formatting data...
Decorrelating...
- Using preexisting train and test sets from indexes/transmission_above_60/
Preparing for training...
Beginning training...
- Training width=100, depth=6, activation=sigmoid, batchsize=1024, learning_rate=0.005000001, dropout_rate=0.05 on thread 1
- Training width=100, depth=6, activation=sigmoid, batchsize=1024, learning_rate=0.005000001, dropout_rate=0.2 on thread 2
  - Fold 1 of 2023-06-18_18-10-16_w=100_d=6_activation=sigmoid_bs=1024_lr=0.005_dr=0.2
  - Fold 1 of 2023-06-18_18-10-16_w=100_d=6_activation=sigmoid_bs=1024_lr=0.005_dr=0.05
    epoch 25, loss=0.81631565, time=65.37130999565125
    epoch 25, loss=1.1628237, time=65.55518817901611
    epoch 50, loss=0.91499716, time=79.91842603683472
    epoch 50, loss=0.47647694, time=80.34401893615723
    epoch 75, loss=0.42201802, time=94.75129199028015
    epoch 75, loss=0.84235805, time=95.08360505104065
    epoch 100, loss=0.62537944, time=109.7028660774231
    epoch 100, loss=0.3938923, time=109.98368501663208
    epoch 125, loss=0.3763563, time=125.48633790016174
    epoch 125, loss=0.59120923, time=126.02504301071167
    epoch 150, loss=0.3612377, time=143.019366979599
    epoch 150, loss=0.5685087, time=143.47240209579468
    epoch 175, loss=0.5553609, time=160.67915511131287
    epoch 175, loss=0.350213, time=160.91150903701782
    epoch 200, loss=0.343301, time=178.09367489814758
    epoch 200, loss=0.5420636, time=178.5223410129547
    epoch 225, loss=0.5364803, time=195.9239799976349
    epoch 225, loss=0.3357106, time=196.113422870636
    epoch 250, loss=0.3278909, time=213.59315299987793
    epoch 250, loss=0.5297879, time=214.153568983078
    epoch 275, loss=0.5217979, time=231.67147207260132
    epoch 275, loss=0.32228246, time=231.72798991203308
    epoch 300, loss=0.3183006, time=249.26410484313965
    epoch 300, loss=0.51782304, time=249.85529112815857
    epoch 325, loss=0.5121692, time=267.382061958313
    epoch 325, loss=0.31337544, time=267.42999505996704
    epoch 350, loss=0.3090047, time=284.98003101348877
