submit23.mit.edu

/work/submit/villaj/julia-1.9.1/bin/julia

Running Julia Code
Gathering arguments...
Passed N Threads == N GPU sanity check!
Formatting data...
Decorrelating...
- Using preexisting train and test sets from indexes/transmission_above_60/
Preparing for training...
Beginning training...
- Training width=100, depth=7, activation=sigmoid, batchsize=1024, learning_rate=0.001, dropout_rate=0.0 on thread 1
- Training width=100, depth=7, activation=sigmoid, batchsize=1024, learning_rate=0.001, dropout_rate=0.15 on thread 2
  - Fold 1 of 2023-06-18_18-25-13_w=100_d=7_activation=sigmoid_bs=1024_lr=0.001_dr=0.15
  - Fold 1 of 2023-06-18_18-25-13_w=100_d=7_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
    epoch 25, loss=5.988506, time=67.7957239151001
    epoch 25, loss=0.9640459, time=68.40606498718262
    epoch 50, loss=2.1880858, time=84.83124685287476
    epoch 50, loss=0.7873705, time=85.48471903800964
    epoch 75, loss=0.7465454, time=101.63945412635803
    epoch 75, loss=1.1163962, time=101.66219902038574
    epoch 100, loss=0.71948844, time=119.12204909324646
    epoch 100, loss=0.98483044, time=119.30089282989502
    epoch 125, loss=0.9257242, time=137.95398783683777
    epoch 125, loss=0.4953695, time=138.3876450061798
    epoch 150, loss=0.8871447, time=158.49074387550354
    epoch 150, loss=0.45773637, time=158.83951497077942
    epoch 175, loss=0.44059914, time=178.25253009796143
    epoch 175, loss=0.85317343, time=178.63691902160645
    epoch 200, loss=0.40874597, time=198.9059281349182
    epoch 200, loss=0.8218861, time=199.32653284072876
    epoch 225, loss=0.8027784, time=218.89209985733032
    epoch 225, loss=0.3743107, time=219.08676505088806
    epoch 250, loss=0.65350825, time=239.4515438079834
    epoch 250, loss=0.35729486, time=239.56735801696777
    epoch 275, loss=0.35475618, time=259.0861051082611
    epoch 275, loss=0.5918131, time=259.7520809173584
    epoch 300, loss=0.34385654, time=279.6884460449219
    epoch 300, loss=0.5707139, time=280.3550429344177
    epoch 325, loss=0.33755013, time=299.76947498321533
    epoch 325, loss=0.55480474, time=299.87836599349976
    epoch 350, loss=0.3313747, time=319.424574136734
    epoch 350, loss=0.54505044, time=320.48157382011414
    epoch 375, loss=0.3275386, time=339.64766812324524
    epoch 375, loss=0.5364139, time=340.6436219215393
    epoch 400, loss=0.3235269, time=359.96904611587524
    epoch 400, loss=0.52989215, time=361.1473870277405
    epoch 425, loss=0.32030886, time=380.27938508987427
    epoch 425, loss=0.5234175, time=380.7323398590088
    epoch 450, loss=0.31533653, time=399.92301201820374
    epoch 450, loss=0.51739067, time=401.299654006958
    epoch 475, loss=0.3138007, time=420.22032403945923
    epoch 475, loss=0.5143234, time=421.52313685417175
    epoch 500, loss=0.30608532, time=440.5987911224365
    epoch 500, loss=0.5109216, time=442.1214909553528
    epoch 525, loss=0.30453172, time=461.0297939777374
    epoch 525, loss=0.50445604, time=461.78671884536743
    epoch 550, loss=0.30039075, time=480.6560950279236
    epoch 550, loss=0.5003164, time=482.3360779285431
    epoch 575, loss=0.2980409, time=501.01251101493835
    epoch 575, loss=0.49634656, time=502.5971448421478
    epoch 600, loss=0.2950244, time=521.3692700862885
    epoch 600, loss=0.49530467, time=523.1446149349213
    epoch 625, loss=0.29009184, time=541.6716899871826
    epoch 625, loss=0.4898003, time=542.7028329372406
    epoch 650, loss=0.2890996, time=561.2554309368134
    epoch 650, loss=0.49057326, time=563.278795003891
    epoch 675, loss=0.28042737, time=581.6937310695648
    epoch 675, loss=0.48622298, time=583.5368638038635
    epoch 700, loss=0.27750537, time=601.8833520412445
    epoch 700, loss=0.48283237, time=604.0439050197601
    epoch 725, loss=0.27391356, time=622.1545929908752
    epoch 725, loss=0.4819497, time=623.5942540168762
    epoch 750, loss=0.27172235, time=641.9048209190369
    epoch 750, loss=0.47917733, time=644.3196818828583
    epoch 775, loss=0.26811752, time=662.2248330116272
    epoch 775, loss=0.47727254, time=664.5215909481049
    epoch 800, loss=0.2679628, time=682.3606059551239
    epoch 800, loss=0.47557282, time=685.001590013504
    epoch 825, loss=0.26342177, time=702.7960770130157
    epoch 825, loss=0.47189525, time=704.6492948532104
    epoch 850, loss=0.26098427, time=722.2367160320282
    epoch 850, loss=0.47229257, time=725.1273038387299
    epoch 875, loss=0.26147804, time=742.5915191173553
    epoch 875, loss=0.47073445, time=745.3380389213562
    epoch 900, loss=0.25874287, time=762.9338181018829
    epoch 900, loss=0.46697125, time=766.0129618644714
    epoch 925, loss=0.2585756, time=783.42529296875
    epoch 925, loss=0.46641716, time=785.6700768470764
    epoch 950, loss=0.2546675, time=802.9220881462097
    epoch 950, loss=0.4643233, time=806.193521976471
    epoch 975, loss=0.2537508, time=823.4145691394806
    epoch 975, loss=0.46214393, time=826.4996650218964
    epoch 1000, loss=0.25210074, time=843.5427560806274
    epoch 1000, loss=0.4613237, time=846.8946528434753
    epoch 1025, loss=0.2493926, time=863.9354059696198
    epoch 1025, loss=0.4610562, time=866.423497915268
    epoch 1050, loss=0.24646963, time=883.4123020172119
    epoch 1050, loss=0.45920488, time=887.0269718170166
    epoch 1075, loss=0.24432656, time=903.939446926117
    epoch 1075, loss=0.45835024, time=907.3265609741211
    epoch 1100, loss=0.24289072, time=924.0791869163513
