submit23.mit.edu

/work/submit/villaj/julia-1.9.1/bin/julia

Running Julia Code
Gathering arguments...
Passed N Threads == N GPU sanity check!
Formatting data...
Decorrelating...
- Using preexisting train and test sets from indexes/
Preparing for training...
Beginning training...
- Training width=100, depth=5, activation=sigmoid, batchsize=1024, learning_rate=0.001, dropout_rate=0.0 on thread 2
- Training width=50, depth=5, activation=sigmoid, batchsize=1024, learning_rate=0.001, dropout_rate=0.0 on thread 1
  - Fold 1 of 2023-06-17_01-16-33_w=50_d=5_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
  - Fold 1 of 2023-06-17_01-16-33_w=100_d=5_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
    epoch 25, loss=0.880995, time=68.24529504776001
    epoch 25, loss=1.2318857, time=68.75189304351807
    epoch 50, loss=0.6440118, time=86.30954599380493
    epoch 50, loss=0.907819, time=86.73637986183167
    epoch 75, loss=0.72469085, time=104.06329607963562
    epoch 75, loss=0.56482595, time=104.30808305740356
    epoch 100, loss=0.65903693, time=122.93391585350037
    epoch 100, loss=0.5319009, time=123.24822211265564
    epoch 125, loss=0.60899985, time=143.67426300048828
    epoch 125, loss=0.51561457, time=144.08571004867554
    epoch 150, loss=0.4992621, time=164.70199298858643
    epoch 150, loss=0.5758407, time=164.80578207969666
    epoch 175, loss=0.48916006, time=186.5816090106964
    epoch 175, loss=0.55418515, time=186.65824699401855
    epoch 200, loss=0.54103994, time=207.6576280593872
    epoch 200, loss=0.47629762, time=208.27782320976257
    epoch 225, loss=0.53062314, time=229.4046950340271
    epoch 225, loss=0.46799704, time=230.04443502426147
    epoch 250, loss=0.5201608, time=251.30129885673523
    epoch 250, loss=0.46409923, time=251.90255117416382
    epoch 275, loss=0.512827, time=272.96642303466797
    epoch 275, loss=0.45444456, time=272.9722971916199
    epoch 300, loss=0.5063675, time=295.0002119541168
    epoch 300, loss=0.44967842, time=295.0450220108032
    epoch 325, loss=0.44434094, time=316.1134741306305
    epoch 325, loss=0.50245714, time=316.8535249233246
    epoch 350, loss=0.44086295, time=337.9171371459961
    epoch 350, loss=0.4972469, time=338.44743394851685
    epoch 375, loss=0.43627706, time=359.8263170719147
    epoch 375, loss=0.49395928, time=360.24587202072144
    epoch 400, loss=0.491183, time=381.23044204711914
    epoch 400, loss=0.43183324, time=381.555123090744
    epoch 425, loss=0.4916601, time=403.0150649547577
    epoch 425, loss=0.43137467, time=403.4042851924896
    epoch 450, loss=0.48491678, time=424.8834629058838
    epoch 450, loss=0.4245328, time=425.3595621585846
    epoch 475, loss=0.42094496, time=446.34514904022217
    epoch 475, loss=0.480446, time=446.36424803733826
    epoch 500, loss=0.42061594, time=468.21189308166504
    epoch 500, loss=0.47970226, time=468.2220809459686
    epoch 525, loss=0.47358087, time=489.24905490875244
    epoch 525, loss=0.41646203, time=489.95999908447266
    epoch 550, loss=0.47276014, time=511.0668308734894
    epoch 550, loss=0.4134641, time=511.737505197525
    epoch 575, loss=0.41020855, time=533.0696241855621
    epoch 575, loss=0.47054762, time=533.6031360626221
    epoch 600, loss=0.4669314, time=554.5095200538635
    epoch 600, loss=0.40822664, time=554.6668541431427
    epoch 625, loss=0.4644294, time=576.3073768615723
    epoch 625, loss=0.40227208, time=576.5231091976166
    epoch 650, loss=0.39874104, time=597.7428050041199
    epoch 650, loss=0.46141434, time=598.1031749248505
    epoch 675, loss=0.39519677, time=619.5298399925232
    epoch 675, loss=0.45990375, time=619.7779259681702
    epoch 700, loss=0.39033625, time=641.4385471343994
    epoch 700, loss=0.45793426, time=641.6449639797211
    epoch 725, loss=0.45733735, time=662.5954549312592
    epoch 725, loss=0.3848415, time=663.068920135498
    epoch 750, loss=0.4565411, time=684.428300857544
    epoch 750, loss=0.38280076, time=684.9298660755157
    epoch 775, loss=0.37884167, time=706.0063660144806
    epoch 775, loss=0.4552234, time=706.0654458999634
    epoch 800, loss=0.37654054, time=727.9103281497955
    epoch 800, loss=0.45008653, time=727.9214000701904
    epoch 825, loss=0.44847965, time=749.8298609256744
    epoch 825, loss=0.37176794, time=749.8782970905304
    epoch 850, loss=0.36797756, time=770.8711030483246
    epoch 850, loss=0.4479872, time=771.4409530162811
    epoch 875, loss=0.44605657, time=792.6330690383911
    epoch 875, loss=0.36416212, time=793.4653642177582
    epoch 900, loss=0.4451192, time=814.3999378681183
    epoch 900, loss=0.3626096, time=815.4199571609497
    epoch 925, loss=0.44456857, time=836.1353449821472
    epoch 925, loss=0.35880506, time=836.4835901260376
    epoch 950, loss=0.44178855, time=857.9591588973999
    epoch 950, loss=0.35587993, time=858.3534731864929
    epoch 975, loss=0.44115752, time=878.9030048847198
    epoch 975, loss=0.35316578, time=880.1083710193634
    epoch 1000, loss=0.44036597, time=900.6686768531799
    epoch 1000, loss=0.3492921, time=901.8892052173615
    epoch 1025, loss=0.43748325, time=922.6463429927826
    epoch 1025, loss=0.34704837, time=923.8381321430206
    epoch 1050, loss=0.43694553, time=944.1388928890228
    epoch 1050, loss=0.34296328, time=944.8460421562195
    epoch 1075, loss=0.43514436, time=965.9593079090118
    epoch 1075, loss=0.3406, time=966.6832540035248
    epoch 1100, loss=0.43327856, time=986.8584928512573
    epoch 1100, loss=0.3388333, time=988.4820020198822
    epoch 1125, loss=0.4337738, time=1008.6459279060364
    epoch 1125, loss=0.33444536, time=1010.1213200092316
    epoch 1150, loss=0.43143347, time=1030.5422649383545
    epoch 1150, loss=0.3321745, time=1031.938882112503
    epoch 1175, loss=0.33101258, time=1052.5453040599823
    epoch 1175, loss=0.4314759, time=1052.9759969711304
    epoch 1200, loss=0.3279534, time=1074.5247581005096
    epoch 1200, loss=0.42993203, time=1074.7339658737183
    epoch 1225, loss=0.42911372, time=1095.721689939499
    epoch 1225, loss=0.32609364, time=1096.4456350803375
    epoch 1250, loss=0.4269766, time=1117.472410917282
    epoch 1250, loss=0.32442507, time=1118.0142982006073
    epoch 1275, loss=0.42676944, time=1139.3137769699097
    epoch 1275, loss=0.32169515, time=1139.847382068634
    epoch 1300, loss=0.32034057, time=1160.8093900680542
    epoch 1300, loss=0.42485964, time=1160.8385059833527
    epoch 1325, loss=0.42526913, time=1182.6569509506226
    epoch 1325, loss=0.3182686, time=1182.668151140213
    epoch 1350, loss=0.42465666, time=1203.749423980713
    epoch 1350, loss=0.31653598, time=1204.5536630153656
    epoch 1375, loss=0.42146665, time=1225.448261976242
    epoch 1375, loss=0.31479335, time=1226.16552901268
    epoch 1400, loss=0.4214325, time=1247.26198387146
    epoch 1400, loss=0.3132115, time=1247.9432961940765
    epoch 1425, loss=0.42066205, time=1268.8072080612183
    epoch 1425, loss=0.31135714, time=1268.9556930065155
    epoch 1450, loss=0.41988057, time=1290.5007128715515
    epoch 1450, loss=0.30997017, time=1290.7901630401611
    epoch 1475, loss=0.41838378, time=1312.2124149799347
    epoch 1475, loss=0.3093356, time=1312.564947128296
    epoch 1500, loss=0.4175138, time=1332.9509980678558
    epoch 1500, loss=0.3076809, time=1334.1968080997467
    epoch 1525, loss=0.41807854, time=1354.7163178920746
    epoch 1525, loss=0.30557525, time=1355.9307370185852
    epoch 1550, loss=0.41627634, time=1375.5138790607452
    epoch 1550, loss=0.30437803, time=1377.6969850063324
    epoch 1575, loss=0.4147864, time=1397.1064009666443
    epoch 1575, loss=0.30370235, time=1399.212643146515
    epoch 1600, loss=0.41525835, time=1418.8896389007568
    epoch 1600, loss=0.30148223, time=1420.919818162918
    epoch 1625, loss=0.41287485, time=1440.3101360797882
    epoch 1625, loss=0.2996493, time=1442.0541710853577
    epoch 1650, loss=0.41290495, time=1462.042093038559
    epoch 1650, loss=0.2998983, time=1463.8182301521301
    epoch 1675, loss=0.41184887, time=1482.7543358802795
    epoch 1675, loss=0.29857844, time=1485.5547041893005
    epoch 1700, loss=0.40953118, time=1504.3485929965973
    epoch 1700, loss=0.2970939, time=1507.2144570350647
    epoch 1725, loss=0.41079682, time=1525.3020720481873
    epoch 1725, loss=0.29662028, time=1528.9104001522064
    epoch 1750, loss=0.40932295, time=1546.826910018921
    epoch 1750, loss=0.29515842, time=1550.7305421829224
    epoch 1775, loss=0.40692315, time=1568.567368030548
    epoch 1775, loss=0.29420498, time=1572.2946450710297
    epoch 1800, loss=0.4072195, time=1589.9662868976593
    epoch 1800, loss=0.29345506, time=1593.9050481319427
    epoch 1825, loss=0.40514633, time=1611.5342988967896
    epoch 1825, loss=0.2919083, time=1615.7062301635742
    epoch 1850, loss=0.40621945, time=1632.4672808647156
    epoch 1850, loss=0.29126373, time=1636.5400331020355
    epoch 1875, loss=0.40329877, time=1653.9710738658905
    epoch 1875, loss=0.29077178, time=1658.266564130783
    epoch 1900, loss=0.40340653, time=1675.728199005127
    epoch 1900, loss=0.28936392, time=1679.877562046051
    epoch 1925, loss=0.40361765, time=1697.1545479297638
    epoch 1925, loss=0.28838268, time=1701.4847741127014
    epoch 1950, loss=0.40139335, time=1718.712033033371
    epoch 1950, loss=0.2876379, time=1723.204251050949
    epoch 1975, loss=0.4003558, time=1739.609412908554
    epoch 1975, loss=0.28715253, time=1744.15349817276
    epoch 2000, loss=0.3984941, time=1761.056333065033
    epoch 2000, loss=0.28626174, time=1765.7538239955902
    epoch 2025, loss=0.3987232, time=1783.5273489952087
    epoch 2025, loss=0.28422272, time=1786.8530921936035
    epoch 2050, loss=0.39649895, time=1804.3078999519348
    epoch 2050, loss=0.28528583, time=1808.433706998825
    epoch 2075, loss=0.3959287, time=1826.5809049606323
    epoch 2075, loss=0.28357515, time=1830.3040380477905
    epoch 2100, loss=0.39448407, time=1848.2545158863068
    epoch 2100, loss=0.28399387, time=1851.0624010562897
    epoch 2125, loss=0.3946264, time=1868.9502248764038
    epoch 2125, loss=0.28246513, time=1872.6613960266113
    epoch 2150, loss=0.39402202, time=1890.6242730617523
    epoch 2150, loss=0.28066957, time=1894.2854511737823
    epoch 2175, loss=0.3930753, time=1912.1161868572235
    epoch 2175, loss=0.2800449, time=1915.8254480361938
    epoch 2200, loss=0.39150304, time=1933.6900839805603
    epoch 2200, loss=0.27966928, time=1937.0343751907349
    epoch 2225, loss=0.3909685, time=1955.3443520069122
    epoch 2225, loss=0.27906397, time=1958.4634602069855
    epoch 2250, loss=0.3886702, time=1976.6614229679108
    epoch 2250, loss=0.2787316, time=1979.9728829860687
    epoch 2275, loss=0.38757658, time=1997.5530359745026
    epoch 2275, loss=0.27907225, time=2001.7611629962921
    epoch 2300, loss=0.38670814, time=2019.6117379665375
    epoch 2300, loss=0.2761366, time=2023.1191141605377
    epoch 2325, loss=0.38619944, time=2041.0138900279999
    epoch 2325, loss=0.27629775, time=2044.7977840900421
    epoch 2350, loss=0.38566372, time=2062.6206579208374
    epoch 2350, loss=0.274764, time=2065.5033581256866
    epoch 2375, loss=0.3849255, time=2083.1181659698486
    epoch 2375, loss=0.27444324, time=2086.930307149887
    epoch 2400, loss=0.38334608, time=2104.661637067795
    epoch 2400, loss=0.2734507, time=2108.473067998886
    epoch 2425, loss=0.38234326, time=2126.071884870529
    epoch 2425, loss=0.27326167, time=2129.892399072647
    epoch 2450, loss=0.38123983, time=2147.446095943451
    epoch 2450, loss=0.27215606, time=2151.421436071396
    epoch 2475, loss=0.379888, time=2169.0209169387817
    epoch 2475, loss=0.27204186, time=2172.1819519996643
    epoch 2500, loss=0.3784905, time=2189.706920862198
    epoch 2500, loss=0.27170292, time=2193.9095940589905
  - Fold 2 of 2023-06-17_01-16-33_w=50_d=5_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
  - Fold 2 of 2023-06-17_01-16-33_w=100_d=5_activation=sigmoid_bs=1024_lr=0.001_dr=0.0
    epoch 25, loss=0.86775506, time=20.850937843322754
    epoch 25, loss=1.2082818, time=21.41823697090149
    epoch 50, loss=0.6457523, time=42.68806791305542
    epoch 50, loss=1.0536126, time=43.13974189758301
    epoch 75, loss=0.5650389, time=63.298348903656006
    epoch 75, loss=0.9617928, time=64.54183506965637
    epoch 100, loss=0.5375847, time=84.91000199317932
    epoch 100, loss=0.64783674, time=86.11689805984497
    epoch 125, loss=0.5140752, time=105.7038369178772
    epoch 125, loss=0.5932882, time=107.8586061000824
    epoch 150, loss=0.50729316, time=127.20281100273132
    epoch 150, loss=0.5693189, time=129.17799496650696
    epoch 175, loss=0.4903894, time=148.09339904785156
    epoch 175, loss=0.55114627, time=150.903146982193
    epoch 200, loss=0.48423427, time=169.51356506347656
    epoch 200, loss=0.54078114, time=172.34096002578735
    epoch 225, loss=0.4728309, time=191.17637991905212
    epoch 225, loss=0.52894485, time=193.8857080936432
    epoch 250, loss=0.46796486, time=212.1666169166565
    epoch 250, loss=0.52274, time=215.30649304389954
    epoch 275, loss=0.4564498, time=233.71260905265808
    epoch 275, loss=0.51604325, time=236.67739701271057
    epoch 300, loss=0.45475078, time=255.1386079788208
    epoch 300, loss=0.51193875, time=258.2729229927063
    epoch 325, loss=0.4451082, time=276.69627594947815
    epoch 325, loss=0.5043332, time=279.206463098526
    epoch 350, loss=0.43904838, time=298.5407660007477
    epoch 350, loss=0.49967727, time=300.88758611679077
    epoch 375, loss=0.4387225, time=319.3525068759918
    epoch 375, loss=0.49573195, time=322.6230220794678
    epoch 400, loss=0.43396485, time=341.0011398792267
    epoch 400, loss=0.49294505, time=344.1514608860016
    epoch 425, loss=0.43212068, time=362.4926800727844
    epoch 425, loss=0.48706588, time=365.7331941127777
    epoch 450, loss=0.42627752, time=384.04620003700256
    epoch 450, loss=0.4856525, time=386.70981907844543
    epoch 475, loss=0.42205587, time=405.8062319755554
    epoch 475, loss=0.48167276, time=408.33580589294434
    epoch 500, loss=0.42051464, time=427.0869698524475
    epoch 500, loss=0.4835309, time=429.9241418838501
    epoch 525, loss=0.41674438, time=448.50260496139526
    epoch 525, loss=0.476183, time=450.64633893966675
    epoch 550, loss=0.41396213, time=469.3009629249573
    epoch 550, loss=0.47361207, time=472.23738288879395
    epoch 575, loss=0.4096676, time=490.72572588920593
    epoch 575, loss=0.4698884, time=493.9009840488434
    epoch 600, loss=0.40714684, time=512.5195178985596
    epoch 600, loss=0.46767715, time=515.3302459716797
