col1
16.943941
2.593766
2.5230582
2.376076
2.37439
2.417509
2.4187949
2.472325
2.483773
2.4460468
2.409955
2.4190369
2.3651602
2.380294
1.8696232
2.2933369
2.142903
2.1245248
1.883946
2.123126
1.9005029
1.8696411
2.292599
2.407189
2.5512218
2.558785
2.432273
2.43165
2.308156
1.9220428
1.8950739
1.888977
1.8922141
1.981595
2.0711958
2.3344638
1.9166951
1.93192
2.269433
2.057692
1.8877871
1.889214
2.41303
2.372527
2.4768481
2.453127
2.382161
2.411357
2.399817
2.394147
2.40116
2.4002142
2.412304
2.367069
2.610965
1.847141
1.8387611
1.8555472
1.8789568
1.915457
1.8371329
2.4356349
2.380354
2.340883
2.3737202
2.371557
2.3721259
1.918246
1.9579649
1.9652209
1.8424559
1.855268
1.951087
2.0264359
2.410969
1.928376
1.8683121
1.9518569
1.947567
1.8592298
1.848546
2.351996
2.419434
2.400608
2.347014
2.381438
2.338893
2.37395
2.434836
2.3776028
2.417732
2.415129
2.467934
2.578619
2.3857698
2.355431
2.371627
2.3366568
2.3935711
2.3620389
2.357252
2.385874
2.400418
2.337039
2.378698
2.3142781
2.4473448
2.194493
2.31177
2.413006
2.239261
2.758521
2.383216
2.3399558
2.543067
2.390624
2.408581
2.393378
2.4985309
2.46518
2.367004
2.424141
2.3720531
2.365005
2.430095
2.974616
2.381108
2.409329
2.4064379
2.5074081
2.04745
1.9252291
1.966645
2.115066
1.911715
2.4498549
2.3997638
2.363941
2.3821201
2.39313
2.373193
2.144017
2.0609288
2.053398
1.996459
1.9977291
1.901072
2.152791
2.383899
2.190028
2.232239
2.203561
1.9786441
1.9072359
2.150466
2.382562
2.385308
2.353095
2.4175951
2.366589
2.316361
2.054145
1.9613159
1.9449902
1.8769522
1.8406031
2.012949
2.208276
2.088331
2.036132
1.917769
1.8242228
1.871285
1.8526251
2.115815
2.3823001
2.412631
2.3307521
2.400691
2.3277502
2.350748
2.393334
2.553672
2.346758
2.3072462
2.3211
2.56209
2.361442
2.3174639
2.778636
2.331825
2.3690178
2.332675
2.334533
2.4227622
2.391408
2.351812
2.3667328
2.367348
2.3927152
2.05696
1.833482
2.0858712
1.875128
2.05481
2.230523
2.11054
2.0171242
2.039016
2.00531
1.8464131
2.0372
2.433881
2.465137
2.343978
2.470938
2.38758
2.463877
2.4486742
2.368904
2.559236
2.402954
2.4632869
2.4772651
2.060604
1.8373401
1.95607
2.211218
1.9622729
1.9959221
2.374795
2.349673
2.339699
2.3620222
2.357312
2.369924
2.164403
2.044405
1.867415
1.9236062
1.9711819
2.031359
2.0138931
2.127619
1.8733101
1.946655
1.9360211
1.9232199
1.984396
1.8287601
2.263576
2.410915
2.379015
2.334689
2.421345
2.4537961
2.170449
2.236368
